index,build,test_index,numRounds,file_size,key_size,threads,debits,LATENCY,REQ,run_index
502,local,167,100,64,16,8,100,0.000386,12.25,1
503,local,167,100,64,16,8,100,0.00202,12.39,2
504,local,168,1,8,32,8,100,0.00125,12.41,0
505,local,168,1,8,32,8,100,0.000565,12.32,1
506,local,168,1,8,32,8,100,0.0012900000000000001,12.45,2
507,local,169,10,8,32,8,100,0.00151,12.31,0
508,local,169,10,8,32,8,100,0.00073,12.36,1
509,local,169,10,8,32,8,100,0.000835,12.21,2
510,local,170,100,8,32,8,100,0.00093,12.35,0
511,local,170,100,8,32,8,100,0.00133,12.45,1
512,local,170,100,8,32,8,100,0.00091,12.38,2
513,local,171,1,16,32,8,100,0.000804,12.3,0
514,local,171,1,16,32,8,100,0.00024,12.29,1
515,local,171,1,16,32,8,100,0.000525,12.3,2
516,local,172,10,16,32,8,100,0.000497,12.33,0
517,local,172,10,16,32,8,100,0.000529,12.37,1
518,local,172,10,16,32,8,100,0.00149,12.53,2
519,local,173,100,16,32,8,100,0.000504,12.34,0
520,local,173,100,16,32,8,100,0.00157,12.34,1
521,local,173,100,16,32,8,100,0.000636,12.33,2
522,local,174,1,32,32,8,100,0.000427,12.29,0
523,local,174,1,32,32,8,100,0.000815,12.3,1
524,local,174,1,32,32,8,100,0.000542,12.29,2
525,local,175,10,32,32,8,100,0.00197,12.41,0
526,local,175,10,32,32,8,100,0.000473,12.31,1
527,local,175,10,32,32,8,100,0.00151,12.46,2
528,local,176,100,32,32,8,100,0.000419,12.27,0
529,local,176,100,32,32,8,100,0.003,12.31,1
530,local,176,100,32,32,8,100,0.000416,12.26,2
531,local,177,1,64,32,8,100,0.000592,12.24,0
532,local,177,1,64,32,8,100,0.000845,12.29,1
533,local,177,1,64,32,8,100,0.0010400000000000001,12.29,2
534,local,178,10,64,32,8,100,0.000733,12.36,0
535,local,178,10,64,32,8,100,0.00151,12.4,1
536,local,178,10,64,32,8,100,0.0008900000000000001,12.36,2
537,local,179,100,64,32,8,100,0.00326,12.5,0
538,local,179,100,64,32,8,100,0.000276,12.26,1
539,local,179,100,64,32,8,100,0.00147,12.21,2
540,local,180,1,8,64,8,100,0.000486,12.42,0
541,local,180,1,8,64,8,100,0.0011,12.58,1
542,local,180,1,8,64,8,100,0.000468,12.25,2
543,local,181,10,8,64,8,100,0.000533,12.25,0
544,local,181,10,8,64,8,100,0.00106,12.54,1
545,local,181,10,8,64,8,100,0.000319,12.32,2
546,local,182,100,8,64,8,100,0.00145,12.3,0
547,local,182,100,8,64,8,100,0.00128,12.54,1
548,local,182,100,8,64,8,100,0.000521,12.31,2
549,local,183,1,16,64,8,100,0.000432,12.37,0
550,local,183,1,16,64,8,100,0.000667,12.33,1
551,local,183,1,16,64,8,100,0.0011799999999999998,12.39,2
552,local,184,10,16,64,8,100,0.000678,12.34,0
553,local,184,10,16,64,8,100,0.00074,12.58,1
554,local,184,10,16,64,8,100,0.0010500000000000002,12.24,2
555,local,185,100,16,64,8,100,0.00127,12.49,0
556,local,185,100,16,64,8,100,0.000811,12.19,1
557,local,185,100,16,64,8,100,0.00163,12.25,2
558,local,186,1,32,64,8,100,0.000429,12.24,0
559,local,186,1,32,64,8,100,0.000776,12.36,1
560,local,186,1,32,64,8,100,0.00099,12.33,2
561,local,187,10,32,64,8,100,0.00157,12.35,0
562,local,187,10,32,64,8,100,0.000172,12.19,1
563,local,187,10,32,64,8,100,0.00048,12.33,2
564,local,188,100,32,64,8,100,0.00131,12.3,0
565,local,188,100,32,64,8,100,0.000538,12.31,1
566,local,188,100,32,64,8,100,0.000356,12.26,2
567,local,189,1,64,64,8,100,0.0009,12.53,0
568,local,189,1,64,64,8,100,0.0009,12.49,1
569,local,189,1,64,64,8,100,0.000245,12.23,2
570,local,190,10,64,64,8,100,0.000316,12.24,0
571,local,190,10,64,64,8,100,0.00176,12.29,1
572,local,190,10,64,64,8,100,0.000808,12.38,2
573,local,191,100,64,64,8,100,0.00312,12.41,0
574,local,191,100,64,64,8,100,0.00449,12.54,1
575,local,191,100,64,64,8,100,0.0037400000000000003,12.53,2
576,local,192,1,8,8,2,200,0.000692,104.78,0
577,local,192,1,8,8,2,200,0.000597,107.38,1
578,local,192,1,8,8,2,200,0.000449,106.37,2
579,local,193,10,8,8,2,200,0.000459,105.04,0
580,local,193,10,8,8,2,200,0.000511,105.69,1
581,local,193,10,8,8,2,200,0.00042,105.73,2
582,local,194,100,8,8,2,200,0.000582,104.96,0
583,local,194,100,8,8,2,200,0.000654,104.23,1
584,local,194,100,8,8,2,200,0.00145,105.66,2
585,local,195,1,16,8,2,200,0.00113,105.35,0
586,local,195,1,16,8,2,200,0.000426,106.03,1
587,local,195,1,16,8,2,200,0.000683,107.34,2
588,local,196,10,16,8,2,200,0.000523,106.32,0
589,local,196,10,16,8,2,200,0.000347,106.15,1
590,local,196,10,16,8,2,200,0.000639,103.99,2
591,local,197,100,16,8,2,200,0.000585,105.68,0
592,local,197,100,16,8,2,200,0.00095,107.04,1
593,local,197,100,16,8,2,200,0.000648,104.66,2
594,local,198,1,32,8,2,200,0.00107,105.35,0
595,local,198,1,32,8,2,200,0.000445,105.47,1
596,local,198,1,32,8,2,200,0.000679,103.75,2
597,local,199,10,32,8,2,200,0.00109,105.59,0
598,local,199,10,32,8,2,200,0.000487,105.57,1
599,local,199,10,32,8,2,200,0.000431,105.58,2
600,local,200,100,32,8,2,200,0.00025,104.74,0
601,local,200,100,32,8,2,200,0.00086,106.09,1
602,local,200,100,32,8,2,200,0.000482,106.99,2
603,local,201,1,64,8,2,200,0.000538,106.58,0
604,local,201,1,64,8,2,200,0.00025,105.43,1
605,local,201,1,64,8,2,200,0.000532,105.83,2
606,local,202,10,64,8,2,200,0.000805,105.69,0
607,local,202,10,64,8,2,200,0.000606,107.06,1
608,local,202,10,64,8,2,200,0.000154,106.14,2
609,local,203,100,64,8,2,200,0.0008900000000000001,106.45,0
610,local,203,100,64,8,2,200,0.000628,105.1,1
611,local,203,100,64,8,2,200,0.00132,106.76,2
612,local,204,1,8,16,2,200,0.00098,105.17,0
613,local,204,1,8,16,2,200,0.000521,106.2,1
614,local,204,1,8,16,2,200,0.000679,106.15,2
615,local,205,10,8,16,2,200,0.0008900000000000001,105.48,0
616,local,205,10,8,16,2,200,0.000292,104.29,1
617,local,205,10,8,16,2,200,0.000509,108.32,2
618,local,206,100,8,16,2,200,0.000504,107.47,0
619,local,206,100,8,16,2,200,0.000338,106.83,1
620,local,206,100,8,16,2,200,0.00111,108.79,2
621,local,207,1,16,16,2,200,0.000413,104.86,0
622,local,207,1,16,16,2,200,0.000547,106.34,1
623,local,207,1,16,16,2,200,0.000615,106.58,2
624,local,208,10,16,16,2,200,0.000652,104.49,0
625,local,208,10,16,16,2,200,0.000576,105.13,1
626,local,208,10,16,16,2,200,0.00113,105.54,2
627,local,209,100,16,16,2,200,0.000206,106.25,0
628,local,209,100,16,16,2,200,0.0008900000000000001,106.1,1
629,local,209,100,16,16,2,200,0.000439,106.49,2
630,local,210,1,32,16,2,200,0.000594,107.76,0
631,local,210,1,32,16,2,200,0.000506,105.29,1
632,local,210,1,32,16,2,200,0.000696,104.68,2
633,local,211,10,32,16,2,200,0.000263,106.08,0
634,local,211,10,32,16,2,200,0.000637,106.87,1
635,local,211,10,32,16,2,200,0.000205,107.72,2
636,local,212,100,32,16,2,200,0.00099,106.35,0
637,local,212,100,32,16,2,200,0.0020099999999999996,105.33,1
638,local,212,100,32,16,2,200,0.00095,105.07,2
639,local,213,1,64,16,2,200,0.000462,105.54,0
640,local,213,1,64,16,2,200,0.0006,105.69,1
641,local,213,1,64,16,2,200,0.000711,105.45,2
642,local,214,10,64,16,2,200,0.000828,104.87,0
643,local,214,10,64,16,2,200,0.00182,104.29,1
644,local,214,10,64,16,2,200,0.000843,105.8,2
645,local,215,100,64,16,2,200,0.0037400000000000003,105.75,0
646,local,215,100,64,16,2,200,0.00239,105.04,1
647,local,215,100,64,16,2,200,0.00239,104.78,2
648,local,216,1,8,32,2,200,0.000814,105.94,0
649,local,216,1,8,32,2,200,0.00091,104.07,1
650,local,216,1,8,32,2,200,0.0020299999999999997,105.48,2
651,local,217,10,8,32,2,200,0.00124,104.75,0
652,local,217,10,8,32,2,200,0.0008900000000000001,104.81,1
653,local,217,10,8,32,2,200,0.00066,105.45,2
654,local,218,100,8,32,2,200,0.000761,104.41,0
655,local,218,100,8,32,2,200,0.00146,106.62,1
656,local,218,100,8,32,2,200,0.00141,105.18,2
657,local,219,1,16,32,2,200,0.000609,105.63,0
658,local,219,1,16,32,2,200,0.000768,105.72,1
659,local,219,1,16,32,2,200,0.00076,106.38,2
660,local,220,10,16,32,2,200,0.00083,105.57,0
661,local,220,10,16,32,2,200,0.0011799999999999998,105.46,1
662,local,220,10,16,32,2,200,0.00093,104.88,2
663,local,221,100,16,32,2,200,0.00101,105.8,0
664,local,221,100,16,32,2,200,0.000806,105.32,1
665,local,221,100,16,32,2,200,0.00146,104.41,2
666,local,222,1,32,32,2,200,0.00122,105.07,0
667,local,222,1,32,32,2,200,0.000701,105.46,1
668,local,222,1,32,32,2,200,0.00071,105.35,2
669,local,223,10,32,32,2,200,0.000835,105.27,0
670,local,223,10,32,32,2,200,0.000808,103.96,1
671,local,223,10,32,32,2,200,0.000795,104.36,2
672,local,224,100,32,32,2,200,0.00107,105.92,0
673,local,224,100,32,32,2,200,0.0012900000000000001,104.36,1
674,local,224,100,32,32,2,200,0.00225,104.43,2
675,local,225,1,64,32,2,200,0.0010400000000000001,104.8,0
676,local,225,1,64,32,2,200,0.0032400000000000003,106.99,1
677,local,225,1,64,32,2,200,0.000664,106.03,2
678,local,226,10,64,32,2,200,0.0014,104.42,0
679,local,226,10,64,32,2,200,0.0012900000000000001,104.84,1
680,local,226,10,64,32,2,200,0.00161,104.49,2
681,local,227,100,64,32,2,200,0.0029,105.66,0
682,local,227,100,64,32,2,200,0.0044800000000000005,105.84,1
683,local,227,100,64,32,2,200,0.0019,105.98,2
684,local,228,1,8,64,2,200,0.00086,105.54,0
685,local,228,1,8,64,2,200,0.000652,105.67,1
686,local,228,1,8,64,2,200,0.00121,104.72,2
687,local,229,10,8,64,2,200,0.00092,104.39,0
688,local,229,10,8,64,2,200,0.00163,105.62,1
689,local,229,10,8,64,2,200,0.000804,104.16,2
690,local,230,100,8,64,2,200,0.00164,104.85,0
691,local,230,100,8,64,2,200,0.00113,104.7,1
692,local,230,100,8,64,2,200,0.000669,105.09,2
693,local,231,1,16,64,2,200,0.00217,103.61,0
694,local,231,1,16,64,2,200,0.0017,105.29,1
695,local,231,1,16,64,2,200,0.000676,105.46,2
696,local,232,10,16,64,2,200,0.0008900000000000001,104.63,0
697,local,232,10,16,64,2,200,0.0024500000000000004,104.58,1
698,local,232,10,16,64,2,200,0.001,105.39,2
699,local,233,100,16,64,2,200,0.00163,105.99,0
700,local,233,100,16,64,2,200,0.00085,106.06,1
701,local,233,100,16,64,2,200,0.00108,105.58,2
702,local,234,1,32,64,2,200,0.00095,104.88,0
703,local,234,1,32,64,2,200,0.000821,105.29,1
704,local,234,1,32,64,2,200,0.00094,104.44,2
705,local,235,10,32,64,2,200,0.0009699999999999999,104.69,0
706,local,235,10,32,64,2,200,0.00174,104.46,1
707,local,235,10,32,64,2,200,0.000782,105.26,2
708,local,236,100,32,64,2,200,0.00138,104.86,0
709,local,236,100,32,64,2,200,0.00188,104.88,1
710,local,236,100,32,64,2,200,0.00115,105.46,2
711,local,237,1,64,64,2,200,0.000816,105.09,0
712,local,237,1,64,64,2,200,0.00102,104.4,1
713,local,237,1,64,64,2,200,0.02314,106.77,2
714,local,238,10,64,64,2,200,0.00146,104.53,0
715,local,238,10,64,64,2,200,0.00087,105.63,1
716,local,238,10,64,64,2,200,0.00164,105.03,2
717,local,239,100,64,64,2,200,0.00405,104.88,0
718,local,239,100,64,64,2,200,0.0056500000000000005,104.73,1
719,local,239,100,64,64,2,200,0.00299,104.22,2
720,local,240,1,8,8,4,200,0.00122,52.22,0
721,local,240,1,8,8,4,200,0.00098,52.51,1
722,local,240,1,8,8,4,200,0.00107,52.87,2
723,local,241,10,8,8,4,200,0.00093,52.6,0
724,local,241,10,8,8,4,200,0.00117,52.62,1
725,local,241,10,8,8,4,200,0.0010400000000000001,52.64,2
726,local,242,100,8,8,4,200,0.0014399999999999999,52.32,0
727,local,242,100,8,8,4,200,0.00478,52.3,1
728,local,242,100,8,8,4,200,0.00107,53.31,2
729,local,243,1,16,8,4,200,0.000829,51.99,0
730,local,243,1,16,8,4,200,0.00115,52.66,1
731,local,243,1,16,8,4,200,0.000747,52.65,2
732,local,244,10,16,8,4,200,0.0012900000000000001,52.2,0
733,local,244,10,16,8,4,200,0.0010500000000000002,52.6,1
734,local,244,10,16,8,4,200,0.0015,52.42,2
735,local,245,100,16,8,4,200,0.00117,52.44,0
736,local,245,100,16,8,4,200,0.00122,52.86,1
737,local,245,100,16,8,4,200,0.00172,52.69,2
738,local,246,1,32,8,4,200,0.00077,52.56,0
739,local,246,1,32,8,4,200,0.00127,52.8,1
740,local,246,1,32,8,4,200,0.0013,53.0,2
741,local,247,10,32,8,4,200,0.000836,52.51,0
742,local,247,10,32,8,4,200,0.001,52.8,1
743,local,247,10,32,8,4,200,0.00123,52.55,2
744,local,248,100,32,8,4,200,0.001,52.8,0
745,local,248,100,32,8,4,200,0.0011,52.2,1
746,local,248,100,32,8,4,200,0.00145,52.16,2
747,local,249,1,64,8,4,200,0.00111,52.29,0
748,local,249,1,64,8,4,200,0.00093,52.25,1
749,local,249,1,64,8,4,200,0.0008900000000000001,52.49,2
750,local,250,10,64,8,4,200,0.0015300000000000001,52.74,0
751,local,250,10,64,8,4,200,0.00212,52.37,1
752,local,250,10,64,8,4,200,0.00114,52.7,2
753,local,251,100,64,8,4,200,0.0028599999999999997,52.49,0
754,local,251,100,64,8,4,200,0.00357,52.63,1
755,local,251,100,64,8,4,200,0.00111,52.18,2
756,local,252,1,8,16,4,200,0.00115,53.46,0
757,local,252,1,8,16,4,200,0.00099,52.47,1
758,local,252,1,8,16,4,200,0.00088,52.97,2
759,local,253,10,8,16,4,200,0.00101,53.28,0
760,local,253,10,8,16,4,200,0.000831,52.44,1
761,local,253,10,8,16,4,200,0.000815,52.3,2
762,local,254,100,8,16,4,200,0.0009699999999999999,52.57,0
763,local,254,100,8,16,4,200,0.00121,52.27,1
764,local,254,100,8,16,4,200,0.00158,52.51,2
765,local,255,1,16,16,4,200,0.00087,52.36,0
766,local,255,1,16,16,4,200,0.00115,52.62,1
767,local,255,1,16,16,4,200,0.00124,53.08,2
768,local,256,10,16,16,4,200,0.00087,52.13,0
769,local,256,10,16,16,4,200,0.00133,52.58,1
770,local,256,10,16,16,4,200,0.0010500000000000002,52.79,2
771,local,257,100,16,16,4,200,0.0012,52.37,0
772,local,257,100,16,16,4,200,0.0009699999999999999,52.42,1
773,local,257,100,16,16,4,200,0.00121,52.11,2
774,local,258,1,32,16,4,200,0.000797,52.84,0
775,local,258,1,32,16,4,200,0.000754,52.19,1
776,local,258,1,32,16,4,200,0.0009,52.5,2
777,local,259,10,32,16,4,200,0.00114,52.64,0
778,local,259,10,32,16,4,200,0.00094,53.04,1
779,local,259,10,32,16,4,200,0.000671,52.59,2
780,local,260,100,32,16,4,200,0.00099,52.03,0
781,local,260,100,32,16,4,200,0.00196,52.35,1
782,local,260,100,32,16,4,200,0.00175,52.81,2
783,local,261,1,64,16,4,200,0.00088,52.3,0
784,local,261,1,64,16,4,200,0.00094,52.53,1
785,local,261,1,64,16,4,200,0.000743,52.79,2
786,local,262,10,64,16,4,200,0.00124,52.62,0
787,local,262,10,64,16,4,200,0.000596,51.71,1
788,local,262,10,64,16,4,200,0.000768,51.67,2
789,local,263,100,64,16,4,200,0.26982,52.12,0
790,local,263,100,64,16,4,200,0.0035499999999999998,52.63,1
791,local,263,100,64,16,4,200,0.00311,52.61,2
792,local,264,1,8,32,4,200,0.00102,52.68,0
793,local,264,1,8,32,4,200,0.0010500000000000002,52.9,1
794,local,264,1,8,32,4,200,0.00085,52.87,2
795,local,265,10,8,32,4,200,0.00122,52.25,0
796,local,265,10,8,32,4,200,0.000778,52.52,1
797,local,265,10,8,32,4,200,0.000696,52.57,2
798,local,266,100,8,32,4,200,0.0009599999999999999,52.34,0
799,local,266,100,8,32,4,200,0.000808,51.95,1
800,local,266,100,8,32,4,200,0.00115,52.09,2
801,local,267,1,16,32,4,200,0.0014199999999999998,52.39,0
802,local,267,1,16,32,4,200,0.00101,52.28,1
803,local,267,1,16,32,4,200,0.00141,51.9,2
804,local,268,10,16,32,4,200,0.00148,52.71,0
805,local,268,10,16,32,4,200,0.00134,52.25,1
806,local,268,10,16,32,4,200,0.00122,51.6,2
807,local,269,100,16,32,4,200,0.00198,52.16,0
808,local,269,100,16,32,4,200,0.0011899999999999999,51.77,1
809,local,269,100,16,32,4,200,0.00158,52.55,2
810,local,270,1,32,32,4,200,0.0011899999999999999,52.08,0
811,local,270,1,32,32,4,200,0.00127,52.49,1
812,local,270,1,32,32,4,200,0.00092,51.98,2
813,local,271,10,32,32,4,200,0.00107,52.69,0
814,local,271,10,32,32,4,200,0.001,51.98,1
815,local,271,10,32,32,4,200,0.00156,52.89,2
816,local,272,100,32,32,4,200,0.0011200000000000001,52.41,0
817,local,272,100,32,32,4,200,0.0019299999999999999,52.77,1
818,local,272,100,32,32,4,200,0.0016699999999999998,52.34,2
819,local,273,1,64,32,4,200,0.00163,52.95,0
820,local,273,1,64,32,4,200,0.00086,52.63,1
821,local,273,1,64,32,4,200,0.0011799999999999998,52.24,2
822,local,274,10,64,32,4,200,0.00135,52.86,0
823,local,274,10,64,32,4,200,0.0010400000000000001,52.66,1
824,local,274,10,64,32,4,200,0.00099,52.53,2
825,local,275,100,64,32,4,200,0.00354,52.21,0
826,local,275,100,64,32,4,200,0.00321,52.66,1
827,local,275,100,64,32,4,200,0.00266,52.92,2
828,local,276,1,8,64,4,200,0.0014299999999999998,52.78,0
829,local,276,1,8,64,4,200,0.00113,52.53,1
830,local,276,1,8,64,4,200,0.00123,51.73,2
831,local,277,10,8,64,4,200,0.0011,52.88,0
832,local,277,10,8,64,4,200,0.00109,52.04,1
833,local,277,10,8,64,4,200,0.00128,52.24,2
834,local,278,100,8,64,4,200,0.00124,52.67,0
835,local,278,100,8,64,4,200,0.000793,52.22,1
836,local,278,100,8,64,4,200,0.0015300000000000001,52.36,2
837,local,279,1,16,64,4,200,0.00126,52.01,0
838,local,279,1,16,64,4,200,0.00093,52.89,1
839,local,279,1,16,64,4,200,0.00107,52.53,2
840,local,280,10,16,64,4,200,0.00132,52.09,0
841,local,280,10,16,64,4,200,0.0009,51.96,1
842,local,280,10,16,64,4,200,0.0015300000000000001,52.35,2
843,local,281,100,16,64,4,200,0.00138,52.6,0
844,local,281,100,16,64,4,200,0.00157,52.25,1
845,local,281,100,16,64,4,200,0.00145,52.17,2
846,local,282,1,32,64,4,200,0.00116,52.23,0
847,local,282,1,32,64,4,200,0.00106,52.86,1
848,local,282,1,32,64,4,200,0.0019199999999999998,52.08,2
849,local,283,10,32,64,4,200,0.00126,52.79,0
850,local,283,10,32,64,4,200,0.00166,52.3,1
851,local,283,10,32,64,4,200,0.000715,52.24,2
852,local,284,100,32,64,4,200,0.00232,52.68,0
853,local,284,100,32,64,4,200,0.00282,52.69,1
854,local,284,100,32,64,4,200,0.0015300000000000001,52.7,2
855,local,285,1,64,64,4,200,0.00124,52.99,0
856,local,285,1,64,64,4,200,0.00148,52.31,1
857,local,285,1,64,64,4,200,0.00109,52.54,2
858,local,286,10,64,64,4,200,0.00185,52.73,0
859,local,286,10,64,64,4,200,0.00109,51.98,1
860,local,286,10,64,64,4,200,0.00148,52.72,2
861,local,287,100,64,64,4,200,0.00543,52.46,0
862,local,287,100,64,64,4,200,0.00574,52.41,1
863,local,287,100,64,64,4,200,0.00608,52.52,2
864,local,288,1,8,8,6,200,0.00087,34.04,0
865,local,288,1,8,8,6,200,0.00098,34.32,1
866,local,288,1,8,8,6,200,0.0025499999999999997,33.97,2
867,local,289,10,8,8,6,200,0.000849,34.48,0
868,local,289,10,8,8,6,200,0.00093,34.26,1
869,local,289,10,8,8,6,200,0.0009,34.42,2
870,local,290,100,8,8,6,200,0.0010400000000000001,34.34,0
871,local,290,100,8,8,6,200,0.00134,34.29,1
872,local,290,100,8,8,6,200,0.00125,34.37,2
873,local,291,1,16,8,6,200,0.00108,34.12,0
874,local,291,1,16,8,6,200,0.00111,34.1,1
875,local,291,1,16,8,6,200,0.00229,34.23,2
876,local,292,10,16,8,6,200,0.000721,33.97,0
877,local,292,10,16,8,6,200,0.0010400000000000001,34.36,1
878,local,292,10,16,8,6,200,0.00095,34.33,2
879,local,293,100,16,8,6,200,0.0011899999999999999,34.42,0
880,local,293,100,16,8,6,200,0.0018,34.0,1
881,local,293,100,16,8,6,200,0.00176,34.55,2
882,local,294,1,32,8,6,200,0.00088,34.18,0
883,local,294,1,32,8,6,200,0.00098,34.65,1
884,local,294,1,32,8,6,200,0.0010400000000000001,33.95,2
885,local,295,10,32,8,6,200,0.000797,34.39,0
886,local,295,10,32,8,6,200,0.00103,34.33,1
887,local,295,10,32,8,6,200,0.00108,34.27,2
888,local,296,100,32,8,6,200,0.00191,34.46,0
889,local,296,100,32,8,6,200,0.0012,34.6,1
890,local,296,100,32,8,6,200,0.00145,34.27,2
891,local,297,1,64,8,6,200,0.0009,34.41,0
892,local,297,1,64,8,6,200,0.00093,34.11,1
893,local,297,1,64,8,6,200,0.00095,34.15,2
894,local,298,10,64,8,6,200,0.0017,34.4,0
895,local,298,10,64,8,6,200,0.0011799999999999998,34.14,1
896,local,298,10,64,8,6,200,0.0012900000000000001,34.46,2
897,local,299,100,64,8,6,200,0.00215,34.43,0
898,local,299,100,64,8,6,200,0.0025800000000000003,34.4,1
899,local,299,100,64,8,6,200,0.00309,34.48,2
900,local,300,1,8,16,6,200,0.00103,34.37,0
901,local,300,1,8,16,6,200,0.000762,34.28,1
902,local,300,1,8,16,6,200,0.00127,34.45,2
903,local,301,10,8,16,6,200,0.00086,34.47,0
904,local,301,10,8,16,6,200,0.0011799999999999998,34.4,1
905,local,301,10,8,16,6,200,0.0020099999999999996,34.54,2
906,local,302,100,8,16,6,200,0.00115,34.42,0
907,local,302,100,8,16,6,200,0.00093,34.07,1
908,local,302,100,8,16,6,200,0.00091,34.18,2
909,local,303,1,16,16,6,200,0.00158,34.08,0
910,local,303,1,16,16,6,200,0.0009699999999999999,34.14,1
911,local,303,1,16,16,6,200,0.00136,34.16,2
912,local,304,10,16,16,6,200,0.00091,34.32,0
913,local,304,10,16,16,6,200,0.000736,34.54,1
914,local,304,10,16,16,6,200,0.00128,34.11,2
915,local,305,100,16,16,6,200,0.0025800000000000003,34.28,0
916,local,305,100,16,16,6,200,0.0011,34.35,1
917,local,305,100,16,16,6,200,0.0017,34.81,2
918,local,306,1,32,16,6,200,0.0011899999999999999,34.11,0
919,local,306,1,32,16,6,200,0.0010500000000000002,34.53,1
920,local,306,1,32,16,6,200,0.00088,34.26,2
921,local,307,10,32,16,6,200,0.00099,34.13,0
922,local,307,10,32,16,6,200,0.0011,34.49,1
923,local,307,10,32,16,6,200,0.0011,34.43,2
924,local,308,100,32,16,6,200,0.00174,34.3,0
925,local,308,100,32,16,6,200,0.00135,34.33,1
926,local,308,100,32,16,6,200,0.00147,34.51,2
927,local,309,1,64,16,6,200,0.00093,34.09,0
928,local,309,1,64,16,6,200,0.00088,34.37,1
929,local,309,1,64,16,6,200,0.00151,34.69,2
930,local,310,10,64,16,6,200,0.00108,34.15,0
931,local,310,10,64,16,6,200,0.000747,33.91,1
932,local,310,10,64,16,6,200,0.00122,34.56,2
933,local,311,100,64,16,6,200,0.0027400000000000002,34.61,0
934,local,311,100,64,16,6,200,0.0030099999999999997,34.62,1
935,local,311,100,64,16,6,200,0.00318,34.37,2
936,local,312,1,8,32,6,200,0.00099,34.15,0
937,local,312,1,8,32,6,200,0.00102,34.31,1
938,local,312,1,8,32,6,200,0.00086,34.38,2
939,local,313,10,8,32,6,200,0.00128,34.11,0
940,local,313,10,8,32,6,200,0.00133,34.17,1
941,local,313,10,8,32,6,200,0.0010400000000000001,34.19,2
942,local,314,100,8,32,6,200,0.00122,34.0,0
943,local,314,100,8,32,6,200,0.00161,34.16,1
944,local,314,100,8,32,6,200,0.00088,34.36,2
945,local,315,1,16,32,6,200,0.00092,34.39,0
946,local,315,1,16,32,6,200,0.00086,33.73,1
947,local,315,1,16,32,6,200,0.00115,34.23,2
948,local,316,10,16,32,6,200,0.000598,33.91,0
949,local,316,10,16,32,6,200,0.00103,34.28,1
950,local,316,10,16,32,6,200,0.00145,34.31,2
951,local,317,100,16,32,6,200,0.00155,34.42,0
952,local,317,100,16,32,6,200,0.00152,34.1,1
953,local,317,100,16,32,6,200,0.000788,33.88,2
954,local,318,1,32,32,6,200,0.0011799999999999998,34.53,0
955,local,318,1,32,32,6,200,0.0014399999999999999,34.68,1
956,local,318,1,32,32,6,200,0.00107,34.31,2
957,local,319,10,32,32,6,200,0.0017,34.32,0
958,local,319,10,32,32,6,200,0.0010400000000000001,34.46,1
959,local,319,10,32,32,6,200,0.001,34.43,2
960,local,320,100,32,32,6,200,0.00217,34.21,0
961,local,320,100,32,32,6,200,0.00155,34.57,1
962,local,320,100,32,32,6,200,0.0015400000000000001,34.36,2
963,local,321,1,64,32,6,200,0.00108,34.07,0
964,local,321,1,64,32,6,200,0.000845,33.92,1
965,local,321,1,64,32,6,200,0.000772,34.04,2
966,local,322,10,64,32,6,200,0.00214,34.3,0
967,local,322,10,64,32,6,200,0.01744,33.99,1
968,local,322,10,64,32,6,200,0.00108,34.32,2
969,local,323,100,64,32,6,200,0.00346,34.71,0
970,local,323,100,64,32,6,200,0.0023799999999999997,34.54,1
971,local,323,100,64,32,6,200,0.00294,34.35,2
972,local,324,1,8,64,6,200,0.000798,34.4,0
973,local,324,1,8,64,6,200,0.00117,34.13,1
974,local,324,1,8,64,6,200,0.000649,33.92,2
975,local,325,10,8,64,6,200,0.00093,34.25,0
976,local,325,10,8,64,6,200,0.0010500000000000002,34.29,1
977,local,325,10,8,64,6,200,0.00159,34.17,2
978,local,326,100,8,64,6,200,0.00095,34.4,0
979,local,326,100,8,64,6,200,0.00094,33.98,1
980,local,326,100,8,64,6,200,0.0011,34.39,2
981,local,327,1,16,64,6,200,0.00087,34.21,0
982,local,327,1,16,64,6,200,0.00109,34.28,1
983,local,327,1,16,64,6,200,0.00117,34.67,2
984,local,328,10,16,64,6,200,0.0011200000000000001,34.16,0
985,local,328,10,16,64,6,200,0.00093,34.25,1
986,local,328,10,16,64,6,200,0.00081,34.03,2
987,local,329,100,16,64,6,200,0.00141,34.5,0
988,local,329,100,16,64,6,200,0.00199,34.38,1
989,local,329,100,16,64,6,200,0.00156,34.47,2
990,local,330,1,32,64,6,200,0.00091,34.07,0
991,local,330,1,32,64,6,200,0.00145,34.35,1
992,local,330,1,32,64,6,200,0.0011,34.35,2
993,local,331,10,32,64,6,200,0.0009,34.6,0
994,local,331,10,32,64,6,200,0.00111,34.12,1
995,local,331,10,32,64,6,200,0.00113,34.28,2
996,local,332,100,32,64,6,200,0.00237,34.62,0
997,local,332,100,32,64,6,200,0.00141,34.29,1
998,local,332,100,32,64,6,200,0.0014199999999999998,33.95,2
999,local,333,1,64,64,6,200,0.00102,34.12,0
1000,local,333,1,64,64,6,200,0.00093,34.46,1
1001,local,333,1,64,64,6,200,0.00124,33.85,2
1002,local,334,10,64,64,6,200,0.0011200000000000001,34.36,0
1003,local,334,10,64,64,6,200,0.00103,34.07,1
1004,local,334,10,64,64,6,200,0.00188,34.35,2
