index,build,test_index,numRounds,file_size,key_size,threads,debits,LATENCY,REQ,run_index
1005,local,335,100,64,64,6,200,0.0039700000000000004,34.74,0
1006,local,335,100,64,64,6,200,0.0045899999999999995,34.43,1
1007,local,335,100,64,64,6,200,0.00408,34.74,2
1008,local,336,1,8,8,8,200,0.0011200000000000001,25.81,0
1009,local,336,1,8,8,8,200,0.00092,26.01,1
1010,local,336,1,8,8,8,200,0.0013700000000000001,25.95,2
1011,local,337,10,8,8,8,200,0.0014299999999999998,25.75,0
1012,local,337,10,8,8,8,200,0.0011200000000000001,26.03,1
1013,local,337,10,8,8,8,200,0.000547,25.79,2
1014,local,338,100,8,8,8,200,0.00136,26.0,0
1015,local,338,100,8,8,8,200,0.0014199999999999998,26.0,1
1016,local,338,100,8,8,8,200,0.0014,25.96,2
1017,local,339,1,16,8,8,200,0.0012900000000000001,26.02,0
1018,local,339,1,16,8,8,200,0.0014399999999999999,25.91,1
1019,local,339,1,16,8,8,200,0.00151,26.09,2
1020,local,340,10,16,8,8,200,0.0014,25.75,0
1021,local,340,10,16,8,8,200,0.00149,25.7,1
1022,local,340,10,16,8,8,200,0.000834,25.85,2
1023,local,341,100,16,8,8,200,0.00173,25.93,0
1024,local,341,100,16,8,8,200,0.00177,25.99,1
1025,local,341,100,16,8,8,200,0.00136,25.83,2
1026,local,342,1,32,8,8,200,0.000745,25.54,0
1027,local,342,1,32,8,8,200,0.0010400000000000001,25.92,1
1028,local,342,1,32,8,8,200,0.00101,25.74,2
1029,local,343,10,32,8,8,200,0.0019299999999999999,25.81,0
1030,local,343,10,32,8,8,200,0.0012,25.86,1
1031,local,343,10,32,8,8,200,0.00149,26.2,2
1032,local,344,100,32,8,8,200,0.0018,26.12,0
1033,local,344,100,32,8,8,200,0.0013700000000000001,25.92,1
1034,local,344,100,32,8,8,200,0.00157,25.82,2
1035,local,345,1,64,8,8,200,0.00199,26.17,0
1036,local,345,1,64,8,8,200,0.0008900000000000001,25.84,1
1037,local,345,1,64,8,8,200,0.00095,25.79,2
1038,local,346,10,64,8,8,200,0.00091,25.95,0
1039,local,346,10,64,8,8,200,0.00164,25.87,1
1040,local,346,10,64,8,8,200,0.00132,25.9,2
1041,local,347,100,64,8,8,200,0.0030299999999999997,26.23,0
1042,local,347,100,64,8,8,200,0.0024500000000000004,26.08,1
1043,local,347,100,64,8,8,200,0.00327,26.37,2
1044,local,348,1,8,16,8,200,0.00114,25.82,0
1045,local,348,1,8,16,8,200,0.0020099999999999996,26.17,1
1046,local,348,1,8,16,8,200,0.000823,25.88,2
1047,local,349,10,8,16,8,200,0.0017900000000000001,26.08,0
1048,local,349,10,8,16,8,200,0.00149,26.23,1
1049,local,349,10,8,16,8,200,0.00124,26.08,2
1050,local,350,100,8,16,8,200,0.000746,25.59,0
1051,local,350,100,8,16,8,200,0.00161,25.84,1
1052,local,350,100,8,16,8,200,0.0011899999999999999,25.79,2
1053,local,351,1,16,16,8,200,0.0026,26.29,0
1054,local,351,1,16,16,8,200,0.0016699999999999998,25.91,1
1055,local,351,1,16,16,8,200,0.0019,25.87,2
1056,local,352,10,16,16,8,200,0.00122,25.98,0
1057,local,352,10,16,16,8,200,0.0015400000000000001,25.78,1
1058,local,352,10,16,16,8,200,0.0018700000000000001,25.82,2
1059,local,353,100,16,16,8,200,0.0016799999999999999,25.99,0
1060,local,353,100,16,16,8,200,0.00136,25.9,1
1061,local,353,100,16,16,8,200,0.0019,25.8,2
1062,local,354,1,32,16,8,200,0.00125,26.02,0
1063,local,354,1,32,16,8,200,0.001,25.74,1
1064,local,354,1,32,16,8,200,0.0011799999999999998,26.04,2
1065,local,355,10,32,16,8,200,0.00136,25.89,0
1066,local,355,10,32,16,8,200,0.00166,26.18,1
1067,local,355,10,32,16,8,200,0.0013,26.19,2
1068,local,356,100,32,16,8,200,0.0025,26.03,0
1069,local,356,100,32,16,8,200,0.00261,25.93,1
1070,local,356,100,32,16,8,200,0.0016,26.0,2
1071,local,357,1,64,16,8,200,0.0009,25.87,0
1072,local,357,1,64,16,8,200,0.00127,25.89,1
1073,local,357,1,64,16,8,200,0.0011200000000000001,26.07,2
1074,local,358,10,64,16,8,200,0.0019199999999999998,25.96,0
1075,local,358,10,64,16,8,200,0.0014,26.01,1
1076,local,358,10,64,16,8,200,0.00181,26.07,2
1077,local,359,100,64,16,8,200,0.00432,26.33,0
1078,local,359,100,64,16,8,200,0.00313,26.08,1
1079,local,359,100,64,16,8,200,0.00363,26.04,2
1080,local,360,1,8,32,8,200,0.000839,25.87,0
1081,local,360,1,8,32,8,200,0.0015300000000000001,26.16,1
1082,local,360,1,8,32,8,200,0.00123,26.38,2
1083,local,361,10,8,32,8,200,0.00149,26.33,0
1084,local,361,10,8,32,8,200,0.00114,25.95,1
1085,local,361,10,8,32,8,200,0.00121,25.98,2
1086,local,362,100,8,32,8,200,0.00138,26.02,0
1087,local,362,100,8,32,8,200,0.00134,25.76,1
1088,local,362,100,8,32,8,200,0.0013700000000000001,25.98,2
1089,local,363,1,16,32,8,200,0.00157,25.8,0
1090,local,364,10,16,32,8,200,0.00124,26.09,0
1091,local,364,10,16,32,8,200,0.0011200000000000001,25.81,1
1092,local,364,10,16,32,8,200,0.00123,25.73,2
1093,local,365,100,16,32,8,200,0.00177,25.81,0
1094,local,365,100,16,32,8,200,0.00181,25.84,1
1095,local,365,100,16,32,8,200,0.00254,26.02,2
1096,local,366,1,32,32,8,200,0.00183,26.06,0
1097,local,366,1,32,32,8,200,0.0016,26.0,1
1098,local,366,1,32,32,8,200,0.000803,25.61,2
1099,local,367,10,32,32,8,200,0.000335,25.4,0
1100,local,367,10,32,32,8,200,0.00146,26.22,1
1101,local,367,10,32,32,8,200,0.0016699999999999998,25.76,2
1102,local,368,100,32,32,8,200,0.0017900000000000001,26.02,0
1103,local,368,100,32,32,8,200,0.00221,26.14,1
1104,local,368,100,32,32,8,200,0.0017,25.99,2
1105,local,369,1,64,32,8,200,0.00183,25.75,0
1106,local,369,1,64,32,8,200,0.00121,26.03,1
1107,local,369,1,64,32,8,200,0.00121,25.63,2
1108,local,370,10,64,32,8,200,0.00157,25.86,0
1109,local,370,10,64,32,8,200,0.0023799999999999997,25.9,1
1110,local,370,10,64,32,8,200,0.00166,25.76,2
1111,local,371,100,64,32,8,200,0.00513,26.0,0
1112,local,371,100,64,32,8,200,0.00457,26.15,1
1113,local,371,100,64,32,8,200,0.00352,26.0,2
1114,local,372,1,8,64,8,200,0.00138,26.01,0
1115,local,372,1,8,64,8,200,0.00161,25.83,1
1116,local,372,1,8,64,8,200,0.00159,26.0,2
1117,local,373,10,8,64,8,200,0.00125,25.79,0
1118,local,373,10,8,64,8,200,0.00115,25.82,1
1119,local,373,10,8,64,8,200,0.0011799999999999998,25.8,2
1120,local,374,100,8,64,8,200,0.00196,25.79,0
1121,local,374,100,8,64,8,200,0.00199,25.85,1
1122,local,374,100,8,64,8,200,0.0016200000000000001,26.1,2
1123,local,375,1,16,64,8,200,0.00117,25.58,0
1124,local,375,1,16,64,8,200,0.0013700000000000001,25.76,1
1125,local,375,1,16,64,8,200,0.0014,25.89,2
1126,local,376,10,16,64,8,200,0.00124,25.94,0
1127,local,376,10,16,64,8,200,0.00234,26.08,1
1128,local,376,10,16,64,8,200,0.00156,26.06,2
1129,local,377,100,16,64,8,200,0.00317,25.75,0
1130,local,377,100,16,64,8,200,0.00209,26.19,1
1131,local,377,100,16,64,8,200,0.0025,25.78,2
1132,local,378,1,32,64,8,200,0.00221,25.53,0
1133,local,378,1,32,64,8,200,0.00103,25.58,1
1134,local,378,1,32,64,8,200,0.00146,25.88,2
1135,local,379,10,32,64,8,200,0.00185,25.88,0
1136,local,379,10,32,64,8,200,0.00218,25.96,1
1137,local,379,10,32,64,8,200,0.0013,25.69,2
1138,local,380,100,32,64,8,200,0.00212,26.17,0
1139,local,380,100,32,64,8,200,0.00278,25.84,1
1140,local,380,100,32,64,8,200,0.00275,26.0,2
1141,local,381,1,64,64,8,200,0.00141,25.73,0
1142,local,381,1,64,64,8,200,0.0011,25.96,1
1143,local,381,1,64,64,8,200,0.00148,25.99,2
1144,local,382,10,64,64,8,200,0.00107,25.43,0
1145,local,382,10,64,64,8,200,0.00221,25.63,1
1146,local,382,10,64,64,8,200,0.00117,25.9,2
1147,local,383,100,64,64,8,200,0.005,26.1,0
1148,local,383,100,64,64,8,200,0.00574,26.21,1
1149,local,383,100,64,64,8,200,0.00434,26.1,2
1150,local,384,1,8,8,2,500,0.0014299999999999998,261.54,0
1151,local,384,1,8,8,2,500,0.00103,264.61,1
1152,local,384,1,8,8,2,500,0.00086,263.94,2
1153,local,385,10,8,8,2,500,0.0014399999999999999,263.95,0
1154,local,385,10,8,8,2,500,0.00108,264.38,1
1155,local,385,10,8,8,2,500,0.00147,262.0,2
1156,local,386,100,8,8,2,500,0.0011899999999999999,263.81,0
1157,local,386,100,8,8,2,500,0.00092,263.14,1
1158,local,386,100,8,8,2,500,0.00133,262.26,2
1159,local,387,1,16,8,2,500,0.00113,263.31,0
1160,local,387,1,16,8,2,500,0.00124,261.68,1
1161,local,387,1,16,8,2,500,0.000546,264.07,2
1162,local,388,10,16,8,2,500,0.0016,265.04,0
1163,local,388,10,16,8,2,500,0.00088,263.13,1
1164,local,388,10,16,8,2,500,0.00098,263.8,2
1165,local,389,100,16,8,2,500,0.00087,265.9,0
1166,local,389,100,16,8,2,500,0.00177,263.55,1
1167,local,389,100,16,8,2,500,0.00098,262.17,2
1168,local,390,1,32,8,2,500,0.000262,264.27,0
1169,local,390,1,32,8,2,500,0.00117,264.72,1
1170,local,390,1,32,8,2,500,0.000607,264.66,2
1171,local,391,10,32,8,2,500,0.000727,264.86,0
1172,local,391,10,32,8,2,500,0.000768,262.8,1
1173,local,391,10,32,8,2,500,0.00114,260.89,2
1174,local,392,100,32,8,2,500,0.00099,264.01,0
1175,local,392,100,32,8,2,500,0.00117,264.55,1
1176,local,392,100,32,8,2,500,0.00087,263.58,2
1177,local,393,1,64,8,2,500,0.00067,263.7,0
1178,local,393,1,64,8,2,500,0.000557,265.27,1
1179,local,393,1,64,8,2,500,0.00106,263.8,2
1180,local,394,10,64,8,2,500,0.00107,264.13,0
1181,local,394,10,64,8,2,500,0.000456,265.56,1
1182,local,394,10,64,8,2,500,0.000566,265.49,2
1183,local,395,100,64,8,2,500,0.00265,264.78,0
1184,local,395,100,64,8,2,500,0.0027,263.32,1
1185,local,395,100,64,8,2,500,0.00186,265.49,2
1186,local,396,1,8,16,2,500,0.00088,263.93,0
1187,local,396,1,8,16,2,500,0.00092,262.45,1
1188,local,396,1,8,16,2,500,0.000771,264.06,2
1189,local,397,10,8,16,2,500,0.00098,263.78,0
1190,local,397,10,8,16,2,500,0.00131,263.32,1
1191,local,397,10,8,16,2,500,0.001,262.76,2
1192,local,398,100,8,16,2,500,0.000224,264.67,0
1193,local,398,100,8,16,2,500,0.00094,265.01,1
1194,local,398,100,8,16,2,500,0.00157,264.72,2
1195,local,399,1,16,16,2,500,0.00109,264.61,0
1196,local,399,1,16,16,2,500,0.0011200000000000001,262.88,1
1197,local,399,1,16,16,2,500,0.000665,264.82,2
1198,local,400,10,16,16,2,500,0.000805,262.8,0
1199,local,400,10,16,16,2,500,0.00147,262.33,1
1200,local,400,10,16,16,2,500,0.0014299999999999998,262.76,2
1201,local,401,100,16,16,2,500,0.00149,264.59,0
1202,local,401,100,16,16,2,500,0.00185,264.68,1
1203,local,401,100,16,16,2,500,0.00145,263.94,2
1204,local,402,1,32,16,2,500,0.0012900000000000001,263.88,0
1205,local,402,1,32,16,2,500,0.00111,262.86,1
1206,local,402,1,32,16,2,500,0.00117,263.38,2
1207,local,403,10,32,16,2,500,0.000686,263.95,0
1208,local,403,10,32,16,2,500,0.0008900000000000001,264.2,1
1209,local,403,10,32,16,2,500,0.000825,262.85,2
1210,local,404,100,32,16,2,500,0.0012,264.78,0
1211,local,404,100,32,16,2,500,0.00202,265.1,1
1212,local,404,100,32,16,2,500,0.0014399999999999999,264.98,2
1213,local,405,1,64,16,2,500,0.000196,264.59,0
1214,local,405,1,64,16,2,500,0.00107,264.03,1
1215,local,405,1,64,16,2,500,0.00199,264.08,2
1216,local,406,10,64,16,2,500,0.00121,262.9,0
1217,local,406,10,64,16,2,500,0.000768,264.11,1
1218,local,406,10,64,16,2,500,0.0012900000000000001,262.02,2
1219,local,407,100,64,16,2,500,0.0015400000000000001,269.93,0
1220,local,407,100,64,16,2,500,0.0020099999999999996,264.51,1
1221,local,407,100,64,16,2,500,0.00318,265.88,2
1222,local,408,1,8,32,2,500,0.00099,263.16,0
1223,local,408,1,8,32,2,500,0.00191,260.2,1
1224,local,408,1,8,32,2,500,0.00085,264.94,2
1225,local,409,10,8,32,2,500,0.00175,263.7,0
1226,local,409,10,8,32,2,500,0.00095,262.87,1
1227,local,409,10,8,32,2,500,0.00088,263.98,2
1228,local,410,100,8,32,2,500,0.0012,262.81,0
1229,local,410,100,8,32,2,500,0.00106,263.73,1
1230,local,410,100,8,32,2,500,0.0011799999999999998,264.43,2
1231,local,411,1,16,32,2,500,0.00093,264.63,0
1232,local,411,1,16,32,2,500,0.000753,264.02,1
1233,local,411,1,16,32,2,500,0.00098,262.09,2
1234,local,412,10,16,32,2,500,0.0009599999999999999,263.92,0
1235,local,412,10,16,32,2,500,0.0022299999999999998,262.18,1
1236,local,412,10,16,32,2,500,0.000579,263.79,2
1237,local,413,100,16,32,2,500,0.00076,264.01,0
1238,local,413,100,16,32,2,500,0.0014299999999999998,263.3,1
1239,local,413,100,16,32,2,500,0.00099,264.47,2
1240,local,414,1,32,32,2,500,0.00181,264.84,0
1241,local,414,1,32,32,2,500,0.0012,263.33,1
1242,local,414,1,32,32,2,500,0.0016799999999999999,261.92,2
1243,local,415,10,32,32,2,500,0.000528,264.39,0
1244,local,415,10,32,32,2,500,0.00098,262.98,1
1245,local,415,10,32,32,2,500,0.000829,263.81,2
1246,local,416,100,32,32,2,500,0.00086,263.76,0
1247,local,416,100,32,32,2,500,0.00277,262.39,1
1248,local,416,100,32,32,2,500,0.00121,262.99,2
1249,local,417,1,64,32,2,500,0.00127,263.86,0
1250,local,417,1,64,32,2,500,0.00091,262.86,1
1251,local,417,1,64,32,2,500,0.00114,263.23,2
1252,local,418,10,64,32,2,500,0.0012,264.43,0
1253,local,418,10,64,32,2,500,0.00151,264.83,1
1254,local,418,10,64,32,2,500,0.00102,266.04,2
1255,local,419,100,64,32,2,500,0.00244,272.69,0
1256,local,419,100,64,32,2,500,0.00289,267.45,1
1257,local,419,100,64,32,2,500,0.0027,269.97,2
1258,local,420,1,8,64,2,500,0.00102,263.88,0
1259,local,420,1,8,64,2,500,0.00101,264.23,1
1260,local,420,1,8,64,2,500,0.0012900000000000001,262.24,2
1261,local,421,10,8,64,2,500,0.00087,263.52,0
1262,local,421,10,8,64,2,500,0.00032,265.98,1
1263,local,421,10,8,64,2,500,0.00111,264.02,2
1264,local,422,100,8,64,2,500,0.00093,265.28,0
1265,local,422,100,8,64,2,500,0.00139,263.29,1
1266,local,422,100,8,64,2,500,0.0016799999999999999,262.22,2
1267,local,423,1,16,64,2,500,0.000827,264.92,0
1268,local,423,1,16,64,2,500,0.00085,264.34,1
1269,local,423,1,16,64,2,500,0.00094,263.68,2
1270,local,424,10,16,64,2,500,0.00108,265.33,0
1271,local,424,10,16,64,2,500,0.0011200000000000001,264.02,1
1272,local,424,10,16,64,2,500,0.000644,263.92,2
1273,local,425,100,16,64,2,500,0.000624,265.91,0
1274,local,425,100,16,64,2,500,0.00151,263.97,1
1275,local,425,100,16,64,2,500,0.0016799999999999999,264.01,2
1276,local,426,1,32,64,2,500,0.00114,264.27,0
1277,local,426,1,32,64,2,500,0.000469,263.05,1
1278,local,426,1,32,64,2,500,0.00088,263.39,2
1279,local,427,10,32,64,2,500,0.000336,262.19,0
1280,local,427,10,32,64,2,500,0.00158,263.19,1
1281,local,427,10,32,64,2,500,0.00541,264.32,2
1282,local,428,100,32,64,2,500,0.0009,266.63,0
1283,local,428,100,32,64,2,500,0.0017,262.44,1
1284,local,428,100,32,64,2,500,0.00116,265.36,2
1285,local,429,1,64,64,2,500,0.00091,263.64,0
1286,local,429,1,64,64,2,500,0.00106,263.25,1
1287,local,429,1,64,64,2,500,0.0013,262.78,2
1288,local,430,10,64,64,2,500,0.00101,261.74,0
1289,local,430,10,64,64,2,500,0.00102,263.58,1
1290,local,430,10,64,64,2,500,0.00095,264.39,2
1291,local,431,100,64,64,2,500,0.00481,261.81,0
1292,local,431,100,64,64,2,500,0.0016200000000000001,260.66,1
1293,local,431,100,64,64,2,500,0.0051600000000000005,263.91,2
1294,local,432,1,8,8,4,500,0.00157,131.1,0
1295,local,432,1,8,8,4,500,0.00155,132.02,1
1296,local,432,1,8,8,4,500,0.00125,130.46,2
1297,local,433,10,8,8,4,500,0.00135,130.09,0
1298,local,433,10,8,8,4,500,0.00161,130.54,1
1299,local,433,10,8,8,4,500,0.000504,130.34,2
1300,local,434,100,8,8,4,500,0.001,130.86,0
1301,local,434,100,8,8,4,500,0.00146,130.23,1
1302,local,434,100,8,8,4,500,0.0015,130.39,2
1303,local,435,1,16,8,4,500,0.000775,131.36,0
1304,local,435,1,16,8,4,500,0.00113,130.6,1
1305,local,435,1,16,8,4,500,0.001,130.38,2
1306,local,436,10,16,8,4,500,0.000804,132.75,0
1307,local,436,10,16,8,4,500,0.0014,130.07,1
1308,local,436,10,16,8,4,500,0.000632,129.47,2
1309,local,437,100,16,8,4,500,0.00131,130.63,0
1310,local,437,100,16,8,4,500,0.0016,130.32,1
1311,local,437,100,16,8,4,500,0.0018,130.18,2
1312,local,438,1,32,8,4,500,0.0011,129.78,0
1313,local,438,1,32,8,4,500,0.00122,130.51,1
1314,local,438,1,32,8,4,500,0.00108,130.71,2
1315,local,439,10,32,8,4,500,0.000434,130.59,0
1316,local,439,10,32,8,4,500,0.00139,130.67,1
1317,local,439,10,32,8,4,500,0.00107,129.29,2
1318,local,440,100,32,8,4,500,0.00126,131.46,0
1319,local,440,100,32,8,4,500,0.0015,131.49,1
1320,local,440,100,32,8,4,500,0.00111,129.95,2
1321,local,441,1,64,8,4,500,0.00136,129.8,0
1322,local,441,1,64,8,4,500,0.00113,130.73,1
1323,local,441,1,64,8,4,500,0.00138,131.23,2
1324,local,442,10,64,8,4,500,0.00114,129.22,0
1325,local,442,10,64,8,4,500,0.00117,130.44,1
1326,local,442,10,64,8,4,500,0.00101,130.61,2
1327,local,443,100,64,8,4,500,0.00278,130.6,0
1328,local,443,100,64,8,4,500,0.00346,130.79,1
1329,local,443,100,64,8,4,500,0.0024300000000000003,130.6,2
1330,local,444,1,8,16,4,500,0.00093,129.76,0
1331,local,444,1,8,16,4,500,0.00133,129.72,1
1332,local,444,1,8,16,4,500,0.0014399999999999999,131.95,2
1333,local,445,10,8,16,4,500,0.000841,130.38,0
1334,local,445,10,8,16,4,500,0.00102,130.7,1
1335,local,445,10,8,16,4,500,0.00073,131.09,2
1336,local,446,100,8,16,4,500,0.00088,131.81,0
1337,local,446,100,8,16,4,500,0.00232,130.39,1
1338,local,446,100,8,16,4,500,0.00093,130.46,2
1339,local,447,1,16,16,4,500,0.00125,131.17,0
1340,local,447,1,16,16,4,500,0.0014199999999999998,131.64,1
1341,local,447,1,16,16,4,500,0.00123,132.02,2
1342,local,448,10,16,16,4,500,0.00088,129.33,0
1343,local,448,10,16,16,4,500,0.0010500000000000002,130.84,1
1344,local,448,10,16,16,4,500,0.00127,130.03,2
1345,local,449,100,16,16,4,500,0.00221,130.75,0
1346,local,449,100,16,16,4,500,0.00087,131.12,1
1347,local,449,100,16,16,4,500,0.00136,131.4,2
1348,local,450,1,32,16,4,500,0.00094,129.42,0
1349,local,450,1,32,16,4,500,0.00121,131.5,1
1350,local,450,1,32,16,4,500,0.0010400000000000001,130.37,2
1351,local,451,10,32,16,4,500,0.00108,129.11,0
1352,local,451,10,32,16,4,500,0.00174,130.57,1
1353,local,451,10,32,16,4,500,0.00146,129.73,2
1354,local,452,100,32,16,4,500,0.00159,130.28,0
1355,local,452,100,32,16,4,500,0.0010400000000000001,129.41,1
1356,local,452,100,32,16,4,500,0.00125,130.35,2
1357,local,453,1,64,16,4,500,0.00117,130.14,0
1358,local,453,1,64,16,4,500,0.0014199999999999998,131.57,1
1359,local,453,1,64,16,4,500,0.00158,130.57,2
1360,local,454,10,64,16,4,500,0.00102,131.05,0
1361,local,454,10,64,16,4,500,0.00124,130.53,1
1362,local,454,10,64,16,4,500,0.0009699999999999999,131.68,2
1363,local,455,100,64,16,4,500,0.00335,130.93,0
1364,local,455,100,64,16,4,500,0.00404,131.22,1
1365,local,455,100,64,16,4,500,0.00254,131.07,2
1366,local,456,1,8,32,4,500,0.00214,130.73,0
1367,local,456,1,8,32,4,500,0.00138,130.59,1
1368,local,456,1,8,32,4,500,0.0011,129.92,2
1369,local,457,10,8,32,4,500,0.00116,130.6,0
1370,local,457,10,8,32,4,500,0.00092,131.39,1
1371,local,457,10,8,32,4,500,0.00094,129.55,2
1372,local,458,100,8,32,4,500,0.0018,130.69,0
1373,local,458,100,8,32,4,500,0.0009599999999999999,130.29,1
1374,local,458,100,8,32,4,500,0.0013,129.27,2
1375,local,459,1,16,32,4,500,0.00131,130.78,0
1376,local,459,1,16,32,4,500,0.00138,130.8,1
1377,local,459,1,16,32,4,500,0.00114,130.33,2
1378,local,460,10,16,32,4,500,0.00131,130.15,0
1379,local,460,10,16,32,4,500,0.00141,130.69,1
1380,local,460,10,16,32,4,500,0.00127,130.45,2
1381,local,461,100,16,32,4,500,0.00135,129.77,0
1382,local,461,100,16,32,4,500,0.00092,129.92,1
1383,local,461,100,16,32,4,500,0.0024300000000000003,130.11,2
1384,local,462,1,32,32,4,500,0.000521,129.36,0
1385,local,462,1,32,32,4,500,0.000264,129.56,1
1386,local,462,1,32,32,4,500,0.00106,129.74,2
1387,local,463,10,32,32,4,500,0.000234,129.06,0
1388,local,463,10,32,32,4,500,0.00108,130.5,1
1389,local,463,10,32,32,4,500,0.00099,130.25,2
1390,local,464,100,32,32,4,500,0.00117,130.48,0
1391,local,464,100,32,32,4,500,0.0014,130.08,1
1392,local,464,100,32,32,4,500,0.0016,130.23,2
1393,local,465,1,64,32,4,500,0.0010500000000000002,130.03,0
1394,local,465,1,64,32,4,500,0.00022,128.75,1
1395,local,465,1,64,32,4,500,0.00115,130.54,2
1396,local,466,10,64,32,4,500,0.00134,131.37,0
1397,local,466,10,64,32,4,500,0.00147,130.4,1
1398,local,466,10,64,32,4,500,0.00161,130.98,2
1399,local,467,100,64,32,4,500,0.004019999999999999,132.33,0
1400,local,467,100,64,32,4,500,0.00226,132.21,1
1401,local,467,100,64,32,4,500,0.00414,132.0,2
1402,local,468,1,8,64,4,500,0.00124,130.95,0
1403,local,468,1,8,64,4,500,0.00107,129.74,1
1404,local,468,1,8,64,4,500,0.00108,130.82,2
1405,local,469,10,8,64,4,500,0.00092,130.84,0
1406,local,469,10,8,64,4,500,0.00102,130.57,1
1407,local,469,10,8,64,4,500,0.0012,129.81,2
1408,local,470,100,8,64,4,500,0.0014299999999999998,129.07,0
1409,local,470,100,8,64,4,500,0.0011899999999999999,130.06,1
1410,local,470,100,8,64,4,500,0.00172,130.57,2
1411,local,471,1,16,64,4,500,0.00099,130.62,0
1412,local,471,1,16,64,4,500,0.00121,129.64,1
1413,local,471,1,16,64,4,500,0.0022,130.9,2
1414,local,472,10,16,64,4,500,0.00115,130.8,0
1415,local,472,10,16,64,4,500,0.0015300000000000001,129.95,1
1416,local,472,10,16,64,4,500,0.0010500000000000002,130.28,2
1417,local,473,100,16,64,4,500,0.0015400000000000001,130.84,0
1418,local,473,100,16,64,4,500,0.000633,129.83,1
1419,local,473,100,16,64,4,500,0.00108,131.01,2
1420,local,474,1,32,64,4,500,0.00102,130.98,0
1421,local,474,1,32,64,4,500,0.0012900000000000001,131.11,1
1422,local,474,1,32,64,4,500,0.000844,130.38,2
1423,local,475,10,32,64,4,500,0.00109,130.95,0
1424,local,475,10,32,64,4,500,0.0014,130.0,1
1425,local,475,10,32,64,4,500,0.00108,130.53,2
1426,local,476,100,32,64,4,500,0.0016799999999999999,131.62,0
1427,local,476,100,32,64,4,500,0.00225,131.06,1
1428,local,476,100,32,64,4,500,0.00233,131.85,2
1429,local,477,1,64,64,4,500,0.0011,130.13,0
1430,local,477,1,64,64,4,500,0.00121,131.18,1
1431,local,477,1,64,64,4,500,0.000544,129.67,2
1432,local,478,10,64,64,4,500,0.000699,130.83,0
1433,local,478,10,64,64,4,500,0.00149,131.75,1
1434,local,478,10,64,64,4,500,0.00127,131.73,2
1435,local,479,100,64,64,4,500,0.0030800000000000003,131.7,0
1436,local,479,100,64,64,4,500,0.0035099999999999997,131.22,1
1437,local,479,100,64,64,4,500,0.00537,132.02,2
1438,local,480,1,8,8,6,500,0.00135,86.47,0
1439,local,480,1,8,8,6,500,0.000751,85.24,1
1440,local,480,1,8,8,6,500,0.00023,84.62,2
1441,local,481,10,8,8,6,500,0.00103,86.74,0
1442,local,481,10,8,8,6,500,0.000846,86.43,1
1443,local,481,10,8,8,6,500,0.00102,86.02,2
1444,local,482,100,8,8,6,500,0.00174,86.52,0
1445,local,482,100,8,8,6,500,0.0014,86.21,1
1446,local,482,100,8,8,6,500,0.00102,85.7,2
1447,local,483,1,16,8,6,500,0.00115,87.27,0
1448,local,483,1,16,8,6,500,0.0011799999999999998,85.88,1
1449,local,483,1,16,8,6,500,0.00101,87.0,2
1450,local,484,10,16,8,6,500,0.00121,86.47,0
1451,local,484,10,16,8,6,500,0.0009599999999999999,85.77,1
1452,local,484,10,16,8,6,500,0.00122,86.64,2
1453,local,485,100,16,8,6,500,0.0015300000000000001,87.12,0
1454,local,485,100,16,8,6,500,0.00164,87.18,1
1455,local,485,100,16,8,6,500,0.00136,86.11,2
1456,local,486,1,32,8,6,500,0.000737,85.8,0
1457,local,486,1,32,8,6,500,0.00086,84.84,1
1458,local,486,1,32,8,6,500,0.000737,84.95,2
1459,local,487,10,32,8,6,500,0.000639,85.67,0
1460,local,487,10,32,8,6,500,0.00125,86.43,1
1461,local,487,10,32,8,6,500,0.000691,85.0,2
1462,local,488,100,32,8,6,500,0.0013,85.9,0
1463,local,488,100,32,8,6,500,0.0016699999999999998,86.1,1
1464,local,488,100,32,8,6,500,0.0011,85.65,2
1465,local,489,1,64,8,6,500,0.00133,86.1,0
1466,local,489,1,64,8,6,500,0.00123,86.97,1
1467,local,489,1,64,8,6,500,0.00164,87.45,2
1468,local,490,10,64,8,6,500,0.00156,86.45,0
1469,local,490,10,64,8,6,500,0.0012,85.84,1
1470,local,490,10,64,8,6,500,0.00117,86.19,2
1471,local,491,100,64,8,6,500,0.00244,85.84,0
1472,local,491,100,64,8,6,500,0.00216,85.61,1
1473,local,491,100,64,8,6,500,0.0028399999999999996,86.47,2
1474,local,492,1,8,16,6,500,0.00122,86.19,0
1475,local,492,1,8,16,6,500,0.00164,86.0,1
1476,local,492,1,8,16,6,500,0.00111,86.19,2
1477,local,493,10,8,16,6,500,0.00106,85.72,0
1478,local,493,10,8,16,6,500,0.00146,86.6,1
1479,local,493,10,8,16,6,500,0.00109,85.4,2
1480,local,494,100,8,16,6,500,0.000634,85.1,0
1481,local,494,100,8,16,6,500,0.0015300000000000001,85.33,1
1482,local,494,100,8,16,6,500,0.000652,84.94,2
1483,local,495,1,16,16,6,500,0.00101,85.9,0
1484,local,495,1,16,16,6,500,0.00135,86.95,1
1485,local,495,1,16,16,6,500,0.00135,85.9,2
1486,local,496,10,16,16,6,500,0.00099,86.68,0
1487,local,496,10,16,16,6,500,0.000722,85.69,1
